Unnamed: 0,"Zenith, degree","Elevation, degree","Azimuth, degree","Airmass Relative, ad","Airmass Absolute, ad","Extraterrestrial Radiation, W/m2","POA, W/m2","Tmod, C","Pdc, W","Pac, W","Daily Energy, Wh","Weekly Energy, Wh","Monthly Energy, Wh"
2023-04-04 07:10:00-05:00,71.33,18.67,87.24,3.09,3.07,1361.07,300.74,48.15,134237.14,25565596.32,,,
2023-04-04 07:20:00-05:00,68.87,21.13,87.63,2.75,2.74,1361.06,345.32,51.04,152655.87,29230617.45,,,
2023-04-04 07:30:00-05:00,66.41,23.59,88.01,2.48,2.47,1361.06,389.71,52.86,171373.51,32942553.58,,,
2023-04-04 07:40:00-05:00,63.94,26.06,88.4,2.26,2.25,1361.05,433.32,54.07,189987.07,36627674.88,,,
2023-04-04 07:50:00-05:00,61.48,28.52,88.79,2.09,2.07,1361.05,478.36,55.18,209113.81,40414217.56,,,
2023-04-04 08:00:00-05:00,59.02,30.98,89.18,1.94,1.92,1361.04,519.67,58.89,223334.72,43267130.9,,,
2023-04-04 08:10:00-05:00,56.55,33.45,89.59,1.81,1.8,1361.03,559.09,62.38,236329.05,45875233.03,,,
2023-04-04 08:20:00-05:00,54.09,35.91,90.01,1.7,1.69,1361.03,596.85,63.65,250932.22,48773140.52,,,
2023-04-04 08:30:00-05:00,51.62,38.38,90.44,1.61,1.6,1361.02,633.2,62.99,267406.45,52016948.77,,,
2023-04-04 08:40:00-05:00,49.16,40.84,90.88,1.53,1.52,1361.02,672.11,62.78,284372.04,55364303.58,,,
2023-04-04 08:50:00-05:00,46.69,43.31,91.35,1.46,1.45,1361.01,707.22,64.25,297100.46,57896077.48,,,
2023-04-04 09:00:00-05:00,44.23,45.77,91.84,1.39,1.39,1361.01,746.12,65.41,311672.02,60788298.38,,,
2023-04-04 09:10:00-05:00,41.77,48.23,92.35,1.34,1.33,1361.0,780.1,64.08,328212.95,64039862.0,,,
2023-04-04 09:20:00-05:00,39.31,50.69,92.91,1.29,1.28,1361.0,813.22,63.73,342786.12,66915192.98,,,
2023-04-04 09:30:00-05:00,36.85,53.15,93.5,1.25,1.24,1360.99,840.04,66.16,349618.55,68294457.63,,,
2023-04-04 09:40:00-05:00,34.39,55.61,94.16,1.21,1.2,1360.99,863.94,69.36,353500.59,69099711.35,,,
2023-04-04 09:50:00-05:00,31.93,58.07,94.87,1.18,1.17,1360.98,878.59,70.71,356882.37,69783970.11,,,
2023-04-04 10:00:00-05:00,29.48,60.52,95.67,1.15,1.14,1360.97,893.79,70.95,362560.4,70908793.13,,,
2023-04-04 10:10:00-05:00,27.02,62.98,96.58,1.12,1.12,1360.97,908.59,68.57,373250.85,72993302.27,,,
2023-04-04 10:20:00-05:00,24.58,65.42,97.63,1.1,1.09,1360.96,933.12,68.47,383456.72,75009258.45,,,
2023-04-04 10:30:00-05:00,22.14,67.86,98.87,1.08,1.07,1360.96,956.52,69.36,391134.4,76537205.16,,,
2023-04-04 10:40:00-05:00,19.71,70.29,100.37,1.06,1.06,1360.95,983.34,69.96,400681.64,78431418.31,,,
2023-04-04 10:50:00-05:00,17.29,72.71,102.23,1.05,1.04,1360.95,999.31,70.14,406714.89,79626143.98,,,
2023-04-04 11:00:00-05:00,14.89,75.11,104.63,1.03,1.03,1360.94,1006.5,70.21,409437.55,80165237.35,,,
2023-04-04 11:10:00-05:00,12.53,77.47,107.87,1.02,1.02,1360.94,1018.85,70.23,414357.54,81138000.13,,,
2023-04-04 11:20:00-05:00,10.21,79.79,112.51,1.02,1.01,1360.93,1016.96,69.44,415340.85,81323275.1,,,
2023-04-04 11:30:00-05:00,7.99,82.01,119.7,1.01,1.0,1360.93,1024.61,69.12,419124.46,82067611.53,,,
2023-04-04 11:40:00-05:00,5.98,84.02,131.88,1.01,1.0,1360.92,1025.27,68.6,420563.5,82346035.89,,,
2023-04-04 11:50:00-05:00,4.47,85.53,153.92,1.0,1.0,1360.92,1037.99,68.4,426141.84,83446641.74,,,
2023-04-04 12:00:00-05:00,4.05,85.95,187.46,1.0,1.0,1360.91,1021.83,67.33,421997.74,82614869.31,,,
2023-04-04 12:10:00-05:00,5.01,84.99,217.01,1.0,1.0,1360.9,1025.6,66.15,426143.94,83421069.97,,,
2023-04-04 12:20:00-05:00,6.79,83.21,234.2,1.01,1.0,1360.9,1019.66,64.63,427078.32,83588256.84,,,
2023-04-04 12:30:00-05:00,8.91,81.09,243.86,1.01,1.01,1360.89,742.97,54.42,328235.01,63926995.52,,,
2023-04-04 12:40:00-05:00,11.17,78.83,249.78,1.02,1.01,1360.89,1004.84,61.12,428621.63,83852706.83,,,
2023-04-04 12:50:00-05:00,13.51,76.49,253.74,1.03,1.02,1360.88,994.74,59.28,428348.9,83777371.82,,,
2023-04-04 13:00:00-05:00,15.9,74.1,256.58,1.04,1.03,1360.88,1000.72,58.57,432423.86,84575043.08,,,
2023-04-04 13:10:00-05:00,18.3,71.7,258.73,1.05,1.05,1360.87,1018.37,59.02,438938.53,85868735.19,,,
2023-04-04 13:20:00-05:00,20.72,69.28,260.42,1.07,1.06,1360.87,1001.68,58.63,432699.02,84630170.25,,,
2023-04-04 13:30:00-05:00,23.16,66.84,261.8,1.09,1.08,1360.86,819.77,52.85,364991.5,71173433.46,,,
2023-04-04 13:40:00-05:00,25.6,64.4,262.95,1.11,1.1,1360.86,258.14,34.61,122413.5,23056604.03,,,
2023-04-04 13:50:00-05:00,28.05,61.95,263.94,1.13,1.13,1360.85,818.2,51.82,366132.19,71386554.98,,,
2023-04-04 14:00:00-05:00,30.5,59.5,264.8,1.16,1.15,1360.85,888.94,54.0,393418.77,76807857.16,,,
2023-04-04 14:10:00-05:00,32.96,57.04,265.57,1.19,1.18,1360.84,854.53,52.9,380329.22,74206464.99,,,
2023-04-04 14:20:00-05:00,35.41,54.59,266.26,1.23,1.22,1360.83,827.47,51.93,370060.79,72164655.4,,,
2023-04-04 14:30:00-05:00,37.87,52.13,266.88,1.27,1.26,1360.83,790.32,50.63,355717.65,69313221.04,,,
2023-04-04 14:40:00-05:00,40.33,49.67,267.46,1.31,1.3,1360.82,462.78,40.24,217420.37,41861306.99,,,
2023-04-04 14:50:00-05:00,42.79,47.21,268.0,1.36,1.35,1360.82,209.11,32.18,99523.66,18521586.39,,,
2023-04-04 15:00:00-05:00,45.26,44.74,268.51,1.42,1.41,1360.81,496.25,40.95,232702.5,44887365.5,,,
2023-04-04 15:10:00-05:00,47.72,42.28,268.99,1.48,1.48,1360.81,451.7,39.38,212953.14,40968527.88,,,
2023-04-04 15:20:00-05:00,50.18,39.82,269.45,1.56,1.55,1360.8,249.36,32.91,119047.47,22371207.81,,,
2023-04-04 15:30:00-05:00,52.65,37.35,269.89,1.64,1.63,1360.8,182.51,30.78,86976.7,16037743.27,,,
2023-04-04 15:40:00-05:00,55.11,34.89,270.31,1.74,1.73,1360.79,168.38,30.63,80034.89,14673405.35,,,
2023-04-04 15:50:00-05:00,57.58,32.42,270.73,1.86,1.85,1360.79,144.19,30.0,68297.48,12363925.26,,,
2023-04-04 16:00:00-05:00,60.04,29.96,271.13,1.99,1.98,1360.78,154.29,30.79,73017.43,13299709.55,,,
2023-04-04 16:10:00-05:00,62.5,27.5,271.53,2.16,2.14,1360.78,151.6,31.5,71444.16,13001266.13,,,
2023-04-04 16:20:00-05:00,64.96,25.04,271.92,2.35,2.34,1360.77,140.22,31.64,65814.51,11900703.77,,,
2023-04-04 16:30:00-05:00,67.43,22.57,272.31,2.59,2.57,1360.76,114.24,31.08,53276.38,9441599.94,,,
2023-04-04 16:40:00-05:00,69.89,20.11,272.69,2.88,2.86,1360.76,89.91,30.46,41585.3,7154661.63,,,
2023-04-04 16:50:00-05:00,72.35,17.65,273.08,3.26,3.24,1360.75,100.93,31.08,46796.87,8177947.71,,,
2023-04-04 17:00:00-05:00,74.81,15.19,273.47,3.75,3.73,1360.75,34.35,29.11,15231.44,2064717.09,,,
2023-04-04 17:10:00-05:00,77.27,12.73,273.85,4.43,4.4,1360.74,14.0,28.58,5918.23,0.0,,,
2023-04-04 17:20:00-05:00,79.72,10.28,274.25,5.4,5.37,1360.74,11.72,28.51,4905.43,0.0,,,
2023-04-04 17:30:00-05:00,82.18,7.82,274.64,6.91,6.87,1360.73,9.47,28.38,3916.68,0.0,,,
2023-04-04 17:40:00-05:00,84.64,5.36,275.05,9.5,9.44,1360.73,12.38,28.37,5203.1,0.0,,,
2023-04-04 17:50:00-05:00,87.09,2.91,275.46,14.68,14.59,1360.72,5.15,27.94,2058.2,0.0,,,
2023-04-04 18:00:00-05:00,89.54,0.46,275.88,27.43,27.26,1360.72,0.5,27.58,169.65,0.0,,,
2023-04-04 18:10:00-05:00,91.99,-1.99,276.31,,,1360.71,0.0,27.32,0.0,0.0,,,
2023-04-04 18:20:00-05:00,94.44,-4.44,276.76,,,1360.71,0.0,27.0,0.0,0.0,,,
