Unnamed: 0,"Zenith, degree","Elevation, degree","Azimuth, degree","Airmass Relative, ad","Airmass Absolute, ad","Extraterrestrial Radiation, W/m2","POA, W/m2","Tmod, C","Pdc, W","Pac, W","Daily Energy, Wh","Weekly Energy, Wh","Monthly Energy, Wh"
2023-04-01 07:20:00-05:00,69.26,20.74,88.81,2.8,2.78,1363.38,236.84,31.58,113567.78,212748.6,,,
2023-04-01 07:30:00-05:00,66.79,23.21,89.21,2.52,2.51,1363.37,272.37,33.5,130075.38,245499.28,,,
2023-04-01 07:40:00-05:00,64.33,25.67,89.63,2.3,2.28,1363.37,309.11,35.48,146867.85,278840.34,,,
2023-04-01 07:50:00-05:00,61.87,28.13,90.04,2.11,2.1,1363.36,346.66,37.29,163903.66,312654.92,,,
2023-04-01 08:00:00-05:00,59.4,30.6,90.47,1.96,1.95,1363.36,384.68,39.09,180880.62,346367.67,,,
2023-04-01 08:10:00-05:00,56.94,33.06,90.91,1.83,1.82,1363.35,422.81,40.78,197716.93,379800.27,,,
2023-04-01 08:20:00-05:00,54.47,35.53,91.37,1.72,1.71,1363.35,460.71,42.51,214127.78,412406.89,,,
2023-04-01 08:30:00-05:00,52.01,37.99,91.84,1.62,1.61,1363.34,498.07,44.07,230162.74,444258.56,,,
2023-04-01 08:40:00-05:00,49.55,40.45,92.34,1.54,1.53,1363.34,534.6,45.49,245707.64,475130.58,,,
2023-04-01 08:50:00-05:00,47.08,42.92,92.86,1.47,1.46,1363.33,570.04,47.06,260311.19,504167.61,,,
2023-04-01 09:00:00-05:00,44.62,45.38,93.41,1.4,1.39,1363.33,604.15,48.54,274167.94,531720.93,,,
2023-04-01 09:10:00-05:00,42.16,47.84,94.0,1.35,1.34,1363.32,636.72,50.09,286973.17,557209.52,,,
2023-04-01 09:20:00-05:00,39.71,50.29,94.64,1.3,1.29,1363.31,667.58,51.36,299166.46,581456.66,,,
2023-04-01 09:30:00-05:00,37.25,52.75,95.33,1.26,1.25,1363.31,696.58,52.52,310512.26,604016.35,,,
2023-04-01 09:40:00-05:00,34.8,55.2,96.09,1.22,1.21,1363.3,723.6,53.84,320540.02,623993.67,,,
2023-04-01 09:50:00-05:00,32.35,57.65,96.93,1.18,1.18,1363.3,748.55,54.72,330210.39,643210.9,,,
2023-04-01 10:00:00-05:00,29.91,60.09,97.87,1.15,1.15,1363.29,771.37,55.98,338186.0,659125.97,,,
2023-04-01 10:10:00-05:00,27.47,62.53,98.95,1.13,1.12,1363.29,792.02,57.24,345079.94,672902.95,,,
2023-04-01 10:20:00-05:00,25.04,64.96,100.2,1.1,1.1,1363.28,810.47,58.13,351557.55,685812.31,,,
2023-04-01 10:30:00-05:00,22.62,67.38,101.68,1.08,1.08,1363.28,826.74,58.89,357234.11,697123.53,,,
2023-04-01 10:40:00-05:00,20.21,69.79,103.47,1.07,1.06,1363.27,840.83,59.41,362345.88,707290.42,,,
2023-04-01 10:50:00-05:00,17.82,72.18,105.69,1.05,1.04,1363.27,852.78,59.8,366752.56,716047.49,,,
2023-04-01 11:00:00-05:00,15.47,74.53,108.53,1.04,1.03,1363.26,862.61,60.24,370145.71,722806.73,,,
2023-04-01 11:10:00-05:00,13.16,76.84,112.32,1.03,1.02,1363.26,870.38,60.79,372411.06,727350.72,,,
2023-04-01 11:20:00-05:00,10.92,79.08,117.61,1.02,1.01,1363.25,876.12,61.28,373924.56,730400.45,,,
2023-04-01 11:30:00-05:00,8.81,81.19,125.43,1.01,1.01,1363.25,879.87,61.6,374917.23,732400.04,,,
2023-04-01 11:40:00-05:00,6.96,83.04,137.67,1.01,1.0,1363.24,881.69,62.82,373327.98,729404.38,,,
2023-04-01 11:50:00-05:00,5.61,84.39,157.02,1.0,1.0,1363.23,881.6,64.48,370101.99,723224.91,,,
2023-04-01 12:00:00-05:00,5.17,84.83,183.4,1.0,1.0,1363.23,879.64,65.13,368037.99,719222.41,,,
2023-04-01 12:10:00-05:00,5.87,84.13,208.54,1.0,1.0,1363.22,875.82,65.71,365346.76,713971.9,,,
2023-04-01 12:20:00-05:00,7.37,82.63,225.95,1.01,1.0,1363.22,870.16,65.59,363208.97,709733.61,,,
2023-04-01 12:30:00-05:00,9.3,80.7,236.89,1.01,1.01,1363.21,862.67,64.81,361577.03,706414.65,,,
2023-04-01 12:40:00-05:00,11.45,78.55,243.98,1.02,1.01,1363.21,853.35,64.0,359181.86,701584.97,,,
2023-04-01 12:50:00-05:00,13.71,76.29,248.84,1.03,1.02,1363.2,842.18,65.15,352369.24,688259.37,,,
2023-04-01 13:00:00-05:00,16.03,73.97,252.35,1.04,1.03,1363.2,829.16,64.91,347366.19,678343.88,,,
2023-04-01 13:10:00-05:00,18.4,71.6,255.02,1.05,1.05,1363.19,814.27,65.16,340690.81,665182.89,,,
2023-04-01 13:20:00-05:00,20.79,69.21,257.12,1.07,1.06,1363.19,797.5,65.19,333605.87,651188.23,,,
2023-04-01 13:30:00-05:00,23.2,66.8,258.83,1.09,1.08,1363.18,778.84,64.62,326752.22,637578.52,,,
2023-04-01 13:40:00-05:00,25.62,64.38,260.24,1.11,1.1,1363.18,758.29,65.01,317444.69,619238.08,,,
2023-04-01 13:50:00-05:00,28.05,61.95,261.45,1.13,1.13,1363.17,735.84,64.58,308680.89,601874.6,,,
2023-04-01 14:00:00-05:00,30.49,59.51,262.49,1.16,1.15,1363.17,711.53,64.08,299195.15,583076.64,,,
2023-04-01 14:10:00-05:00,32.94,57.06,263.41,1.19,1.18,1363.16,685.37,63.3,289254.71,563349.96,,,
2023-04-01 14:20:00-05:00,35.39,54.61,264.24,1.23,1.22,1363.15,657.43,62.41,278617.91,542235.11,,,
2023-04-01 14:30:00-05:00,37.84,52.16,264.98,1.26,1.26,1363.15,627.79,61.37,267328.23,519814.28,,,
2023-04-01 14:40:00-05:00,40.3,49.7,265.65,1.31,1.3,1363.14,596.54,59.54,256223.19,497661.9,,,
2023-04-01 14:50:00-05:00,42.75,47.25,266.28,1.36,1.35,1363.14,563.8,56.62,245553.21,476232.69,,,
2023-04-01 15:00:00-05:00,45.21,44.79,266.86,1.42,1.41,1363.13,529.74,55.17,232134.97,449564.64,,,
2023-04-01 15:10:00-05:00,47.67,42.33,267.41,1.48,1.47,1363.13,494.55,53.48,218222.56,421896.26,,,
2023-04-01 15:20:00-05:00,50.13,39.87,267.92,1.56,1.55,1363.12,458.42,51.07,204360.06,394237.02,,,
2023-04-01 15:30:00-05:00,52.6,37.4,268.42,1.64,1.63,1363.12,421.6,48.74,189710.49,365040.87,,,
2023-04-01 15:40:00-05:00,55.06,34.94,268.89,1.74,1.73,1363.11,384.37,48.14,173007.27,332028.89,,,
2023-04-01 15:50:00-05:00,57.52,32.48,269.34,1.86,1.85,1363.11,347.02,46.99,156577.25,299498.39,,,
2023-04-01 16:00:00-05:00,59.99,30.01,269.78,1.99,1.98,1363.1,309.86,44.58,140945.46,268387.97,,,
2023-04-01 16:10:00-05:00,62.45,27.55,270.21,2.15,2.14,1363.1,273.24,43.68,124272.31,235446.98,,,
2023-04-01 16:20:00-05:00,64.91,25.09,270.63,2.35,2.33,1363.09,237.51,42.25,108203.69,203649.39,,,
2023-04-01 16:30:00-05:00,67.38,22.62,271.04,2.58,2.57,1363.08,203.04,40.39,92758.12,173049.7,,,
2023-04-01 16:40:00-05:00,69.84,20.16,271.45,2.88,2.86,1363.08,170.2,38.57,77866.32,143581.42,,,
2023-04-01 16:50:00-05:00,72.3,17.7,271.85,3.25,3.23,1363.07,139.37,36.77,63761.57,115707.17,,,
2023-04-01 17:00:00-05:00,74.77,15.23,272.25,3.74,3.72,1363.07,110.93,35.28,50584.83,89756.85,,,
2023-04-01 17:10:00-05:00,77.23,12.77,272.66,4.42,4.39,1363.06,85.23,34.03,38609.5,66275.15,,,
2023-04-01 17:20:00-05:00,79.69,10.31,273.06,5.39,5.35,1363.06,62.62,32.97,28081.02,45751.35,,,
2023-04-01 17:30:00-05:00,82.15,7.85,273.46,6.89,6.84,1363.05,43.45,31.92,19214.12,28604.27,,,
2023-04-01 17:40:00-05:00,84.61,5.39,273.87,9.46,9.4,1363.05,28.0,30.78,12161.76,15144.68,,,
2023-04-01 17:50:00-05:00,87.06,2.94,274.29,14.6,14.51,1363.04,16.54,29.83,7008.09,0.0,,,
2023-04-01 18:00:00-05:00,89.52,0.48,274.71,27.26,27.1,1363.04,9.3,29.13,3824.96,0.0,,,
2023-04-01 18:10:00-05:00,91.97,-1.97,275.14,,,1363.03,0.0,28.48,0.0,0.0,,,
2023-04-01 18:20:00-05:00,94.43,-4.43,275.58,,,1363.03,0.0,28.4,0.0,0.0,,,
