Unnamed: 0,"Zenith, degree","Elevation, degree","Azimuth, degree","Airmass Relative, ad","Airmass Absolute, ad","Extraterrestrial Radiation, W/m2","POA, W/m2","Tmod, C","Pdc, W","Pac, W","Daily Energy, Wh","Weekly Energy, Wh","Monthly Energy, Wh"
2023-04-01 15:30:00-05:00,52.6,37.4,268.42,1.64,1.63,1363.12,481.0,50.59,215187.26,415537.54,,,
2023-04-01 15:40:00-05:00,55.06,34.94,268.89,1.74,1.73,1363.11,519.91,52.37,230946.69,446864.81,,,
2023-04-01 15:50:00-05:00,57.52,32.48,269.34,1.86,1.85,1363.11,482.55,51.23,215217.4,415678.11,,,
2023-04-01 16:00:00-05:00,59.99,30.01,269.78,1.99,1.98,1363.1,311.6,44.63,141726.9,269934.06,,,
2023-04-01 16:10:00-05:00,62.45,27.55,270.21,2.15,2.14,1363.1,140.05,39.52,63200.95,114993.36,,,
2023-04-01 16:20:00-05:00,64.91,25.09,270.63,2.35,2.33,1363.09,120.6,38.59,54293.68,97459.39,,,
2023-04-01 16:30:00-05:00,67.38,22.62,271.04,2.58,2.57,1363.08,179.19,39.64,81727.64,151300.36,,,
2023-04-01 16:40:00-05:00,69.84,20.16,271.45,2.88,2.86,1363.08,252.19,41.14,115793.16,218423.25,,,
2023-04-01 16:50:00-05:00,72.3,17.7,271.85,3.25,3.23,1363.07,170.16,37.73,78170.69,144062.19,,,
2023-04-01 17:00:00-05:00,74.77,15.23,272.25,3.74,3.72,1363.07,112.44,35.32,51296.12,91150.85,,,
2023-04-01 17:10:00-05:00,77.23,12.77,272.66,4.42,4.39,1363.06,74.1,33.69,33391.31,56110.51,,,
2023-04-01 17:20:00-05:00,79.69,10.31,273.06,5.39,5.35,1363.06,49.18,32.55,21821.9,33671.65,,,
2023-04-01 17:30:00-05:00,82.15,7.85,273.46,6.89,6.84,1363.05,33.81,31.62,14773.05,20153.86,,,
2023-04-01 17:40:00-05:00,84.61,5.39,273.87,9.46,9.4,1363.05,20.2,30.53,8627.9,8612.43,,,
2023-04-01 17:50:00-05:00,87.06,2.94,274.29,14.6,14.51,1363.04,8.76,29.59,3580.35,0.0,,,
2023-04-01 18:00:00-05:00,89.52,0.48,274.71,27.26,27.1,1363.04,1.47,28.89,537.08,0.0,,,
2023-04-01 18:10:00-05:00,91.97,-1.97,275.14,,,1363.03,0.0,28.48,0.0,0.0,,,
2023-04-01 18:20:00-05:00,94.43,-4.43,275.58,,,1363.03,0.0,28.4,0.0,0.0,,,
